movie_title,plot,genre
Ironbloom 937,Two rival kingdoms on the brink of war discover they share an enemy from beyond their world. Their bickering heirs must unite an unlikely fellowship before the darkness consumes everything. Two rival kingdoms on the brink of war discover they share an enemy from beyond their world. Their bickering heirs must unite an unlikely fellowship before the darkness consumes everything.,Fantasy
Dead Orbit 45,"When a rogue AI breaks free of its containment in Seoul, a small team of engineers has 48 hours to shut it down before it rewrites global infrastructure.",Sci-Fi
The Long Way Back 713,"A passionate chef and a food critic who has given his restaurant a devastating review are thrown together on a cooking retreat, discovering that their tastes align in more ways than one.",Romance
The Last Deposition 441,"On the eve of a major trial, the key witness vanishes. The detective assigned to find her discovers a web of corruption that reaches all the way to the top.",Thriller
After Dark 77,"After receiving a mysterious old VHS tape, a young woman starts seeing a shadowy figure in every reflection — and it's getting closer each night.",Horror
Better Half 265,"Set against the backdrop of Seoul, a chance encounter on a rainy afternoon leads two strangers to question everything they thought they knew about love. A cynical travel writer and a hopeless romantic accidentally swap journals on a flight to Tokyo and must meet to exchange them — falling helplessly in love in the process.",Romance
The Watcher 801,A sleep researcher discovers that her test subjects share the same recurring nightmare — and the creature inside it has started crossing over into the waking world.,Horror
Stormwing 745,A young fox discovers she has the rare ability to communicate with the spirit world and must journey across enchanted lands to rescue her village from an ancient curse.,Animation
Off the Record 156,"A filmmaker embeds with a crew of wildlife conservationists racing to protect the last breeding population of an endangered species against poachers and politics. An immersive look inside the world of competitive marathon running, following three athletes across 30 years of sacrifice, injury, and relentless pursuit of a single gold medal.",Documentary
Stormwing 238,"When the dreams of all the children in Seoul go missing, a small girl with a magical paintbrush enters the dream realm to find them before night falls forever. A forgetful sea turtle accidentally ends up leading a migration across the entire ocean, making unlikely friends and discovering a confidence he never knew he had.",Animation
The Hollow 251,"A small a remote mountain facility is gripped by paranoia after residents begin disappearing one by one, leaving behind nothing but cryptic symbols etched into walls.",Horror
Stormwing 888,A young fox discovers she has the rare ability to communicate with the spirit world and must journey across enchanted lands to rescue her village from an ancient curse.,Animation
Buried Hours 924,A family moves into a remote a major city and begins experiencing terrifying visions tied to a dark ritual performed there 200 years ago.,Horror
Pebble & Pine 807,"When the dreams of all the children in Sydney go missing, a small girl with a magical paintbrush enters the dream realm to find them before night falls forever.",Animation
Better Half 464,"Set against the backdrop of Berlin, a chance encounter on a rainy afternoon leads two strangers to question everything they thought they knew about love.",Romance
Children of the Void 568,A disgraced knight is given one final quest: escort a peculiar child with inexplicable powers across a war-torn continent to the one sanctuary that can protect them both.,Fantasy
What Follows 61,"A group of college students venture into the a remote mountain facility for the weekend, only to realize they are being hunted by something that cannot be reasoned with or outrun.",Horror
Dark Pursuit 569,"A former marine must race against time to dismantle a deadly bioweapon before it destroys a remote mountain facility. Armed with only his wits and a stolen prototype, he fights his way through waves of mercenaries in a relentless high-octane chase.",Action
